citekey,title,year,venue,url,matched_problems,matched_techs,grid,scenario,relevance_score,citation_count
erll2025,Enhance Reasoning for Large Language Models with Reinforcement Learning in the Game Werewolf,2025,ICLR,https://arxiv.org/abs/mBrAuyd26J,Agent,,,Agent,20.0,0
erlm2025,Eliciting Reasoning in Language Models with Cognitive Tools,2025,NIPS,https://arxiv.org/abs/6H4tDTHalg,Agent,,,Agent,20.0,0
errs2025,Enabling Realtime Reinforcement Learning at Scale with Staggered Asynchronous Inference,2025,ICLR,https://arxiv.org/abs/fXb9BbuyAD,Agent|Scalability,,,Agent,20.0,0
esia2025,EAGLE-3: Scaling up Inference Acceleration of Large Language Models via Training-Time Test,2025,NIPS,https://arxiv.org/abs/4exx1hUffq,Agent|Throughput|Speculative Decoding,Speculative Decoding|SGLang,S×G,Agent,57.0,0
esom2025,Exploiting Structure in Offline Multi-Agent RL: The Benefits of Low Interaction Rank,2025,ICLR,https://arxiv.org/abs/AOlm45AUVS,,,S×G,Agent,0,0
espp2025,Model Entanglement for solving Privacy Preserving in Federated Learning,2025,ICLR,https://arxiv.org/abs/i8ynYkfoRg,Distributed Inference|Throughput,,,LLM,20.0,0
esrp2025,Efficiently Scaling LLM Reasoning Programs with Certaindex,2025,NIPS,https://arxiv.org/abs/nn51ewu5k2,Agent|Throughput,,,Agent,25.0,0
esrr2025,Empirical Study on Robustness and Resilience in Cooperative Multi-Agent Reinforcement Learning,2025,NIPS,https://arxiv.org/abs/t3NzYXXICp,Agent|Scalability,,S×G,Agent,35.0,0
estr2025,Two Experts Are All You Need for Steering Thinking: Reinforcing Cognitive Effort in MoE Reasoning Models Without Additional Training,2025,NIPS,https://arxiv.org/abs/x7fCiuCCAu,Agent|Throughput|MoE,MoE,C×G,Agent,43.0,0
etae2025,ExACT: Teaching AI Agents to Explore with Reflective-MCTS and Exploratory Learning,2025,ICLR,https://arxiv.org/abs/GBIUbwW9D8,Agent,,W×L,Agent,30.0,0
etbc2025,Exploring the Trade-Off between Model Complexity and Numerical Precision for Efficient Edge AI Inference,2025,ICLR,https://arxiv.org/abs/NLfWQfy5zp,Quantization,Quantization,W×Q,LLM,26.0,0
etdg2025,EEGTrans: Transformer-Driven Generative Models for EEG Synthesis,2025,ICLR,https://arxiv.org/abs/ydw2l8zgUB,Quantization,Quantization|PD Separation,W×Q,LLM,21.0,0
etdo2025,EfficientNav: Towards On-Device Object-Goal Navigation with Navigation Map Caching and Retrieval,2025,NIPS,https://arxiv.org/abs/qMm7tC1zvj,KV Cache|Agent|Latency,KV Cache,K×Q,Agent,28.0,0
etes2025,Exponential Topology-enabled Scalable Communication in Multi-agent Reinforcement Learning,2025,ICLR,https://arxiv.org/abs/CL3U0GxFRD,Agent|Scalability,,C×G,Agent,40.0,0
etlm2025,"Efficiently pre-training language models with mixtures of cluster-oriented, trainability-aware experts",2025,ICLR,https://arxiv.org/abs/thqPibDg6A,Scalability|MoE,MoE,C×G,LLM,31.0,0
etpg2025,Explore Theory of Mind: program-guided adversarial data generation for theory of mind reasoning,2025,ICLR,https://arxiv.org/abs/246rHKUnnf,Agent|Scalability,,,Agent,20.0,0
etqm2025,Examining Post-Training Quantization for Mixture-of-Experts: A Benchmark,2025,ICLR,https://arxiv.org/abs/sMwYn2lZjO,Scalability|MoE|Quantization,MoE|Quantization,C×G,LLM,41.0,0
etsc2025,GETS: Ensemble Temperature Scaling for Calibration in Graph Neural Networks,2025,ICLR,https://arxiv.org/abs/qgsXsqahMq,MoE,MoE,C×G,,26.0,0
etws2025,Model Equality Testing: Which Model is this API Serving?,2025,ICLR,https://arxiv.org/abs/QCDdI7X3f9,,,,,0,0
euer2025,EgoThinker: Unveiling Egocentric Reasoning with Spatio-Temporal CoT,2025,NIPS,https://arxiv.org/abs/9Zwl2Ly28N,Agent|Scalability,,,Agent,25.0,0
evas2025,On Exploring Visual Attention Shrinking for Accelerating VLMs for Video Understanding,2025,ICLR,https://arxiv.org/abs/oS79Tw3G0c,KV Cache,KV Cache|PD Separation,K×Q,,21.0,0
evlp2025,Egocentric Vision Language Planning,2025,ICLR,https://arxiv.org/abs/7NHF4txacw,Agent,,,Agent,20.0,0
evqd2025,Enhancing Vector Quantization with Distributional Matching: A Theoretical and Empirical Study,2025,NIPS,https://arxiv.org/abs/2RoX59ldUP,Quantization,Quantization,W×Q,LLM,23.0,0
fabe2025,First Attentions Last: Better Exploiting First Attentions for Efficient Parallel Training,2025,NIPS,https://arxiv.org/abs/iyu4sLQZvW,Distributed Inference|Throughput|Scalability,,,LLM,25.0,0
fad2025,A Finite-Time Analysis of Distributed Q-Learning,2025,ICLR,https://arxiv.org/abs/Z3n2QauIIk,Distributed Inference|Agent,,,Agent,25.0,0
fais2025,First-Step Advantage: Importance of Starting Right in Multi-Step Math Reasoning,2025,ICLR,https://arxiv.org/abs/MbK0Vs5lFI,Agent,,,Agent,20.0,0
fatf2025,FALQON: Accelerating LoRA Fine-tuning with Low-Bit Floating-Point Arithmetic,2025,NIPS,https://arxiv.org/abs/yPXOfBoQL7,Scalability|Quantization,Quantization,W×Q,LLM,44.0,0
fbcf2025,FinBench: Benchmarking LLMs in Complex Financial Problem Solving and Reasoning,2025,ICLR,https://arxiv.org/abs/AeGrf1uY0p,Agent,,,Agent,25.0,0
fcdt2025,FedComLoc: Communication-Efficient Distributed Training of Sparse and Quantized Models,2025,ICLR,https://arxiv.org/abs/0jmFRA64Vw,Distributed Inference|Quantization,Quantization,W×Q,LLM,51.0,0
fced2025,FedComLoc: Communication-Efficient Distributed Training of Sparse and Quantized Models,2025,ICLR,https://arxiv.org/abs/0jmFRA64Vw,Distributed Inference|Quantization,Quantization,W×Q,LLM,51.0,0
fcom2025,Federated Continual Learning via Orchestrating Multi-Scale Expertise,2025,NIPS,https://arxiv.org/abs/AlSHcopwHi,Throughput|Scalability,,,LLM,20.0,0
fcpd2025,Federated Coordination: Private and Distributed Strategy Alignment,2025,ICLR,https://arxiv.org/abs/W9yBCkfWWG,,,,,0,0
fcsd2025,Faster Cascades via Speculative Decoding,2025,ICLR,https://arxiv.org/abs/vo9t20wsmd,Speculative Decoding,Speculative Decoding,S×G,,23.0,0
fdab2025,Feature Discrimination Analysis for Binary and Ternary Quantization,2025,ICLR,https://arxiv.org/abs/34syfledje,Quantization,Quantization,W×Q,LLM,36.0,0
fdes2025,FedDES: A Discrete-Event Simulator For Large-Scale Federated Learning,2025,ICLR,https://arxiv.org/abs/pZk9cUu8p6,Latency|Scalability,,,,25.0,0
fdsk2025,FlashMoE: Fast Distributed MoE in a Single Kernel,2025,NIPS,https://arxiv.org/abs/EZfDHprhZM,Distributed Inference|Latency|Throughput|Scalability|MoE,MoE,C×G,LLM,53.0,0
felm2025,FEABench: Evaluating Language Models on Real World Physics Reasoning Ability,2025,ICLR,https://arxiv.org/abs/hDkLpu1E64,Agent,,,Agent,20.0,0
femd2025,Fantastic Experts and How to Find Them: A Multi-Dimensional Study for Experts-Level Sparsification in Mixture-of-Experts,2025,ICLR,https://arxiv.org/abs/UUZuwDv8iw,MoE,MoE,C×G,,26.0,0
femf2025,ForceVLA: Enhancing VLA Models with a Force-aware MoE for Contact-rich Manipulation,2025,NIPS,https://arxiv.org/abs/2845H8Ua5D,MoE,MoE,C×G,,23.0,0
ferc2025,Can We Further Elicit Reasoning in LLMs? Critic-Guided Planning with Retrieval-Augmentation for Solving Challenging Tasks,2025,ICLR,https://arxiv.org/abs/4JfFW7d1gu,Agent,,,Agent,30.0,0
ffbc2025,FlexBCQ: Flexible Binary-coding Quantization for Large Language Models,2025,ICLR,https://arxiv.org/abs/dZ3cI69BE8,Latency|Quantization,Quantization,W×Q,LLM,28.0,0
ffci2025,FUSION IS ALL YOU NEED : FACE FUSION FOR CUSTOMIZED IDENTITY-PRESERVING IMAGE SYNTHESIS,2025,ICLR,https://arxiv.org/abs/kpPjV2krAa,Throughput|Scalability,,,LLM,20.0,0
ffim2025,PT-MoE: An Efficient Finetuning Framework for Integrating Mixture-of-Experts into Prompt Tuning,2025,NIPS,https://arxiv.org/abs/ZSAWYtIwGg,MoE,MoE,C×G,,23.0,0
ffmq2025,FlatQuant: Flatness Matters for LLM Quantization,2025,ICLR,https://arxiv.org/abs/pxGucWt9vM,Latency|Quantization,Quantization|PD Separation,W×Q,LLM,36.0,0
ffpt2025,Ferret: Federated Full-Parameter Tuning at Scale for Large Language Models,2025,ICLR,https://arxiv.org/abs/9H1uctBWgF,Scalability,,,LLM,20.0,0
ffqa2025,FedQLoRA: Federated Quantization-Aware LoRA for Large Language Models,2025,ICLR,https://arxiv.org/abs/uWMQxtmyYz,Distributed Inference|Quantization,Quantization,W×Q,LLM,28.0,0
ffrl2025,FiDeLiS: Faithful Reasoning in Large Language Model for Knowledge Graph Question Answering,2025,ICLR,https://arxiv.org/abs/ETMIPPtJp9,Agent,,,Agent,20.0,0
ffrs2025,FiRST: Finetuning Router-Selective Transformers for Input-Adaptive Latency Reduction,2025,ICLR,https://arxiv.org/abs/ulGwcj1egv,Latency,PD Separation,,LLM,23.0,0
fgnn2025,Node-wise Filtering in Graph Neural Networks: A Mixture of Experts Approach,2025,ICLR,https://arxiv.org/abs/tj40W2HAKN,MoE,MoE,C×G,,36.0,0
fgrs2025,FineRS: Fine-grained Reasoning and Segmentation of Small Objects with Reinforcement Learning,2025,NIPS,https://arxiv.org/abs/unMwI4JLrP,,,,,0,0
fhbp2025,FreeRide: Harvesting Bubbles in Pipeline Parallelism,2025,ICLR,https://arxiv.org/abs/cJn9HXPEpc,Distributed Inference|Throughput,,C×G,LLM,20.0,0
fitd2025,FlickerFusion: Intra-trajectory Domain Generalizing Multi-agent Reinforcement Learning,2025,ICLR,https://arxiv.org/abs/MRYyOaNxh3,Agent,,S×G,Agent,30.0,0
fkid2025,Feynman: Knowledge-Infused Diagramming Agent for Scaling Visual Reasoning Data,2025,ICLR,https://arxiv.org/abs/jNmsuEE4Gf,Agent|Scalability,,,Agent,40.0,0
flmb2025,Faster Language Models with Better Multi-Token Prediction Using Tensor Decomposition,2025,ICLR,https://arxiv.org/abs/0EP01yhDlg,Latency|Scalability|Speculative Decoding|MoE,Speculative Decoding|MoE,S×G,LLM,36.0,0
fmab2025,Federated Multi-armed Bandits with Efficient Bit-Level Communications,2025,NIPS,https://arxiv.org/abs/o3x3RV8XHd,Distributed Inference|Agent|Quantization,Quantization,W×Q,Agent,23.0,0
fmfo2025,Filtered not Mixed: Filtering-Based Online Gating for Mixture of Large Language Models,2025,ICLR,https://arxiv.org/abs/ecIvumCyAj,MoE,MoE,C×G,LLM,26.0,0
fmtt2025,FlashDP: Memory-Efficient and High-Throughput DP-SGD Training for Large Language Models,2025,ICLR,https://arxiv.org/abs/cZZMC8VFZc,Throughput,,,LLM,20.0,0
foim2025,Fiddler: CPU-GPU Orchestration for Fast Inference of Mixture-of-Experts Models,2025,ICLR,https://arxiv.org/abs/N5fVv6PZGz,MoE,MoE|PD Separation,C×G,,21.0,0
fppr2025,FedRW: Efficient Privacy-Preserving Data Reweighting for Enhancing Federated Learning of Language Models,2025,NIPS,https://arxiv.org/abs/cy6MGBwToV,Throughput|Scalability,,W×Q,LLM,25.0,0
fqtl2025,FP4 All the Way: Fully Quantized Training of Large Language Models,2025,NIPS,https://arxiv.org/abs/kuzye4EPLR,Scalability|Quantization,Quantization,W×Q,LLM,41.0,0
frma2025,On Feasible Rewards in Multi-Agent Inverse Reinforcement Learning,2025,NIPS,https://arxiv.org/abs/qu6mRbSnUs,Agent|Throughput,,S×G,Agent,35.0,0
fscm2025,Mean-Field Sampling for Cooperative Multi-Agent Reinforcement Learning,2025,NIPS,https://arxiv.org/abs/CTsdZ3j6dR,Agent|Scalability,,S×G,Agent,35.0,0
fsps2025,FlowMoE: A Scalable Pipeline Scheduling Framework for Distributed Mixture-of-Experts Training,2025,NIPS,https://arxiv.org/abs/PBvlBI6c30,Distributed Inference|Scalability|MoE,MoE,C×G,,43.0,0
fstc2025,"First SFT, Second RL, Third UPT: Continual Improving Multi-Modal LLM Reasoning via Unsupervised Post-Training",2025,NIPS,https://arxiv.org/abs/HL1j92hb6z,Agent|Throughput|Scalability,,,Agent,25.0,0
ftas2025,FPSAttention: Training-Aware FP8 and Sparsity Co-Design for Fast Video Diffusion,2025,NIPS,https://arxiv.org/abs/T62TYoF8R3,Latency|Quantization,Quantization,W×Q,LLM,41.0,0
ftus2025,"Don't flatten, tokenize! Unlocking the key to SoftMoE's efficacy in deep RL",2025,ICLR,https://arxiv.org/abs/8oCrlOaYcc,Scalability|MoE,MoE,C×G,,41.0,0
gags2025,GraphMaster: Automated Graph Synthesis via LLM Agents in Data-Limited Environments,2025,NIPS,https://arxiv.org/abs/h3dbocj7po,Agent|Scalability,,,Agent,25.0,0
gals2025,From Global Assessment to Local Selection: Efficiently Solving Traveling Salesman Problems of All Sizes,2025,ICLR,https://arxiv.org/abs/SBbjwfMuik,Latency|Scalability,PD Separation,,,28.0,0
gapr2025,Guiding VLM Agents with Process Rewards at Inference Time for GUI Navigation,2025,ICLR,https://arxiv.org/abs/jR6YMxVG9i,Agent|Latency,,,Agent,20.0,0
gbcd2025,GraphRAG-Bench: Challenging Domain-specific Reasoning for Evaluating Graph Retrieval-Augmented Generation,2025,NIPS,https://arxiv.org/abs/0FOgFpvM7u,Agent|Scalability,,,Agent,20.0,0
gbme2025,GenoAgent: A Baseline method for LLM-Based Exploration of Gene Expression Data in Alignment with Bioinformaticians,2025,ICLR,https://arxiv.org/abs/v7aeTmfGOu,Agent|Scalability,,W×L,Agent,30.0,0
gbsd2025,Gradual Binary Search and Dimension Expansion : A general method for activation quantization in LLMs,2025,NIPS,https://arxiv.org/abs/3Wrv6Zay74,Agent|Quantization,Quantization,W×Q,Agent,28.0,0
gcgg2025,GauSAM: Contour‑Guided 2D Gaussian Fields for Multi‑Scale Medical Image Segmentation with Segment Anything,2025,NIPS,https://arxiv.org/abs/7LulWI9QJy,Throughput|Scalability,PD Separation,,LLM,28.0,0
gcrf2025,Graph-constrained Reasoning: Faithful Reasoning on Knowledge Graphs with Large Language Models,2025,ICLR,https://arxiv.org/abs/6embY8aclt,Agent|Scalability,,,Agent,25.0,0
gdma2025,"GPUDrive: Data-driven, multi-agent driving simulation at 1 million FPS",2025,ICLR,https://arxiv.org/abs/ERv8ptegFi,Agent|Scalability,,S×G,Agent,40.0,0
geta2025,GRIFFIN: Effective Token Alignment for Faster Speculative Decoding,2025,NIPS,https://arxiv.org/abs/JwnAItQF9v,Speculative Decoding|MoE,Speculative Decoding|MoE,S×G,,49.0,0
gfbm2025,GridAgent: A 2D Grid-Based Game Framework And Benchmark For Multimodal Large Language Models,2025,ICLR,https://arxiv.org/abs/jpypMKAsO6,Agent,,,Agent,25.0,0
ggaq2025,GAQAT: Gradient-Adaptive Quantization-Aware Training for Domain Generalization,2025,ICLR,https://arxiv.org/abs/ZCPtUkkkUU,Scalability|Quantization,Quantization,W×Q,LLM,41.0,0
ggce2025,GraphIC: A Graph-Based In-Context Example Retrieval Model for Multi-Step Reasoning,2025,ICLR,https://arxiv.org/abs/zpLcZ2AyDK,Agent|Throughput,,,Agent,20.0,0
ggfa2025,GFLAgent: Green Federated Learning Agent for Alleviating Heterogeneity,2025,ICLR,https://arxiv.org/abs/ArJikvI6xo,Distributed Inference|Agent|Throughput,,,Agent,25.0,0
ggli2025,Glider: Global and Local Instruction-Driven Expert Router,2025,ICLR,https://arxiv.org/abs/0gVatTOgEv,Agent|Scalability|MoE,MoE,C×G,Agent,23.0,0
ggma2025,Graphs Help Graphs: Multi-Agent Graph Socialized Learning,2025,NIPS,https://arxiv.org/abs/lkw2WJLdbh,Agent,,S×G,Agent,30.0,0
ggpo2025,Group-in-Group Policy Optimization for LLM Agent Training,2025,NIPS,https://arxiv.org/abs/QXEhBMNrCW,Agent|Latency|Throughput|Scalability,,,Agent,35.0,0
gha2025,A Generalist Hanabi Agent,2025,ICLR,https://arxiv.org/abs/pCj2sLNoJq,,,,Agent,0,0
gheg2025,Self-Guided Hierarchical Exploration for Generalist Foundation Model Web Agents,2025,NIPS,https://arxiv.org/abs/9twwDW60Bw,Agent|Scalability,,W×L,Agent,25.0,0
gllm2025,GraphChain: Large Language Models for Large-scale Graph Analysis via Tool Chaining,2025,NIPS,https://arxiv.org/abs/Rdz6ESQYkK,Agent|Scalability,,,Agent,20.0,0
glsg2025,GriNNder: Large-Scale Full-Graph Training of Graph Neural Networks on a Single GPU with Storage,2025,NIPS,https://arxiv.org/abs/LNrAzsnJSE,Distributed Inference|Throughput|Scalability,,,LLM,30.0,0
glvq2025,Learning Grouped Lattice Vector Quantizers for Low-Bit LLM Compression,2025,NIPS,https://arxiv.org/abs/Ynwl0V1YH0,Quantization,Quantization,W×Q,LLM,36.0,0
gmpq2025,Efficient and Generalizable Mixed-Precision Quantization via Topological Entropy,2025,NIPS,https://arxiv.org/abs/9Hweh7Wx8R,Quantization,Quantization,W×Q,LLM,36.0,0
gmrv2025,Efficient Generative Modeling with Residual Vector Quantization-Based Tokens,2025,ICLR,https://arxiv.org/abs/GkGVNmjAwh,Latency|Scalability|Quantization,Quantization,W×Q,LLM,46.0,0
gmsd2025,3D-GRAND: A Million-Scale Dataset for 3D-LLMs with Better Grounding and Less Hallucination,2025,ICLR,https://arxiv.org/abs/i7hXOqzUcK,Agent|Scalability,,,Agent,20.0,0
gmvq2025,Gaussian Mixture Vector Quantization with Aggregated Categorical Posterior,2025,ICLR,https://arxiv.org/abs/mLxxv5gts0,Quantization,Quantization,W×Q,LLM,36.0,0
gndh2025,"Generalizable, real-time neural decoding with hybrid state-space models",2025,NIPS,https://arxiv.org/abs/1i4wNFgHDd,Latency|Scalability,PD Separation,,,23.0,0
gnri2025,Can LLMs Generate Novel Research Ideas? A Large-Scale Human Study with 100+ NLP Researchers,2025,ICLR,https://arxiv.org/abs/M23dTGWCZy,Agent|Scalability,,,Agent,20.0,0
gplm2025,"GPLQ: A General, Practical, and Lightning QAT Method for Vision Transformers",2025,NIPS,https://arxiv.org/abs/58Vr1KOWG9,Throughput|Quantization,Quantization,W×Q,LLM,31.0,0
gqgp2025,Q-GaLore: Quantized GaLore with INT4 Projection and Layer-Adaptive Low-Rank Gradients,2025,ICLR,https://arxiv.org/abs/rBzvEEbrF7,Quantization,Quantization,W×Q,LLM,72.0,0
gqt2025,Learning Graph Quantized Tokenizers,2025,ICLR,https://arxiv.org/abs/oYSsbY3G4o,Scalability|Quantization,Quantization,W×Q,LLM,41.0,0
grad2025,Generalized Resource-Aware Distributed Minimax Optimization,2025,ICLR,https://arxiv.org/abs/lhh5Q85KQJ,Distributed Inference|Scalability,,,,20.0,0
grar2025,General-Reasoner: Advancing LLM Reasoning Across All Domains,2025,NIPS,https://arxiv.org/abs/pBFVoll8Xa,Agent|Scalability,,,Agent,20.0,0
grip2025,GRIP: A Graph-Based Reasoning Instruction Producer,2025,NIPS,https://arxiv.org/abs/36TBVGwzAY,Agent|Scalability,,,Agent,25.0,0
grnr2025,Learning Geometric Reasoning Networks For Robot Task And Motion Planning,2025,ICLR,https://arxiv.org/abs/ajxAJ8GUX4,Agent,,,Agent,30.0,0
gsag2025,GuardAgent: Safeguard LLM Agent by a Guard Agent via Knowledge-Enabled Reasoning,2025,ICLR,https://arxiv.org/abs/YixNDE12wm,Agent,,,Agent,30.0,0
gsma2025,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,2025,NIPS,https://arxiv.org/abs/6j9xJ9pBjm,Agent|Throughput,PD Separation,S×G,Agent,43.0,0
gsom2025,Learning Generalizable Skills from Offline Multi-Task Data for Multi-Agent Cooperation,2025,ICLR,https://arxiv.org/abs/HR1ujVR0ig,Agent,,S×G,Agent,30.0,0
gtgi2025,Gamma: Toward Generic Image Assessment with Mixture of Assessment Experts,2025,ICLR,https://arxiv.org/abs/2wkjYEYoss,MoE,MoE,C×G,,26.0,0
gvcm2025,Gradient-free variational learning with conditional mixture networks,2025,ICLR,https://arxiv.org/abs/bsr78Cj2H7,Scalability|MoE,MoE,C×G,,23.0,0
gwf2025,Learning to Ground VLMs without Forgetting,2025,ICLR,https://arxiv.org/abs/HjoYVtSkT8,Agent|MoE,MoE|PD Separation,C×G,Agent,39.0,0
gwsm2025,GROOT-2: Weakly Supervised Multimodal Instruction Following Agents,2025,ICLR,https://arxiv.org/abs/S9GyQUXzee,Agent|Scalability,,,Agent,20.0,0
haem2025,HomieBot: an Adaptive System for Embodied Mobile Manipulation in Open Environments,2025,ICLR,https://arxiv.org/abs/NQTrARs2pz,Agent|MoE,MoE,C×G,Agent,23.0,0
hahm2025,HyperMARL: Adaptive Hypernetworks for Multi-Agent RL,2025,NIPS,https://arxiv.org/abs/56CgYnf9Dr,Agent|Throughput,,S×G,Agent,35.0,0
halp2025,HALO: Hadamard-Assisted Lower-Precision Optimization for LLMs,2025,NIPS,https://arxiv.org/abs/OcMpSh79aE,Quantization,Quantization,W×Q,LLM,39.0,0
hama2025,"Having It All: Accuracy, Multi-Agents and Explainability in Trajectory Prediction for Autonomous Driving Scenarios",2025,ICLR,https://arxiv.org/abs/LbaDaGhKhr,Agent,,S×G,Agent,30.0,0
hatt2025,Learning Human-Like RL Agents Through Trajectory Optimization With Action Quantization,2025,NIPS,https://arxiv.org/abs/1A4Nlibwl5,Agent|Quantization,Quantization,W×Q,Agent,51.0,0
hbfi2025,HypoBootstrap: A Bootstrapping Framework for Inductive Reasoning,2025,NIPS,https://arxiv.org/abs/9odue1eopm,Agent|Throughput,,,Agent,20.0,0
hbma2025,Two Heads Are Better Than One: A Multi-Agent System Has the Potential to Improve Scientific Idea Generation,2025,ICLR,https://arxiv.org/abs/yYQLvofQ1k,Agent,,S×G,Agent,30.0,0
hcrb2025,Harnessing the Computation Redundancy in ViTs to Boost Adversarial Transferability,2025,NIPS,https://arxiv.org/abs/ZW2BADJKGU,MoE,MoE|vLLM,C×G,,21.0,0
hcsi2025,Human-like Communication Strategies for Improved Multi-Agent Reinforcement Learning,2025,ICLR,https://arxiv.org/abs/UsMTuRraOR,Agent,,C×G,Agent,30.0,0
hdgi2025,HexGen-2: Disaggregated Generative Inference of LLMs in Heterogeneous Environment,2025,ICLR,https://arxiv.org/abs/Cs6MrbFuMq,Distributed Inference|Latency|Throughput,PD Separation,,LLM,28.0,0
hdhv2025,HShare: Fast LLM Decoding by Hierarchical Key-Value Sharing,2025,ICLR,https://arxiv.org/abs/Tb5PY5vwp6,KV Cache|Throughput,KV Cache|PD Separation,K×Q,LLM,26.0,0
